id	species
GCF_002761055.1	Salmonella enterica
GCF_003073575.1	Salmonella enterica
GCF_000015445.1	Bartonella bacilliformis
GCF_002951635.1	Klebsiella pneumoniae
GCF_000462995.1	Salmonella enterica
GCF_002287965.1	Candidatus Planktophila dulcis
GCF_001932555.1	Acinetobacter haemolyticus
GCF_003047205.1	Carboxydocella thermautotrophica
GCF_000390085.1	Mycobacterium avium
GCF_002022685.1	Bartonella schoenbuchensis
GCF_008124025.1	Enterobacter hormaechei
GCF_001721785.1	Pseudomonas aeruginosa
GCF_001280225.1	Buchnera aphidicola
GCF_000009205.2	Clostridioides difficile
GCF_007975365.1	Mannheimia haemolytica
GCF_002079965.1	Xanthomonas citri
GCF_002162175.1	Histophilus somni
GCF_000009745.1	Vibrio vulnificus
GCF_002285995.1	Bordetella pertussis
GCF_002021945.1	Campylobacter pinnipediorum
GCF_002085645.1	Mycobacterium kansasii
GCF_002763845.1	Prevotella intermedia
GCF_001515765.1	Staphylococcus aureus
GCF_005280695.1	Acinetobacter baumannii
GCF_002211725.1	Escherichia coli
GCF_003482225.1	Clostridioides difficile
GCF_003047085.1	Vibrio parahaemolyticus
GCF_900631595.1	Raoultella terrigena
GCF_003597875.1	Clostridioides difficile
GCF_004135895.1	Bifidobacterium animalis
GCF_003827735.1	Staphylococcus aureus
GCF_000009005.1	Staphylococcus aureus
GCF_007005445.1	Rhodopseudomonas palustris
GCF_000834885.1	Yersinia pestis
GCF_900250055.1	Cupriavidus taiwanensis
GCF_000240015.1	Cutibacterium acnes
GCF_002180155.1	Klebsiella pneumoniae
GCF_002214785.1	Campylobacter jejuni
GCF_004010895.1	Pseudomonas aeruginosa
GCF_007741555.1	Planctomycetes bacterium
GCF_005221585.1	Escherichia coli
GCF_000487575.2	Salmonella enterica
GCF_003018095.1	Escherichia coli
GCF_009627695.1	Bordetella parapertussis
GCF_000698515.2	Salmonella enterica
GCF_900187215.1	Corynebacterium imitans
GCF_000318585.1	Chlamydia trachomatis
GCF_004291255.1	Streptococcus pneumoniae
GCF_001715615.1	Lactobacillus plantarum
GCF_001989255.1	Bordetella pertussis
GCF_009729955.1	Salmonella enterica
GCF_002357715.1	Helicobacter pylori
GCF_000026525.1	Lactobacillus rhamnosus
GCF_001549715.1	Helicobacter pylori
GCF_003955865.1	Lactobacillus helveticus
GCF_001618545.2	Elizabethkingia anophelis
GCF_001610815.1	Xanthomonas citri
GCF_900635855.1	Salmonella enterica
GCF_002269255.1	Klebsiella quasivariicola
GCF_002269345.1	Altererythrobacter mangrovi
GCF_001442495.1	Escherichia coli
GCF_003186475.1	Serratia marcescens
GCF_001729725.1	Enterobacter hormaechei
GCF_008931645.1	Enterobacter hormaechei
GCF_002021985.1	Campylobacter pinnipediorum
GCF_003181075.1	Salmonella enterica
GCF_001678945.1	Phaeobacter gallaeciensis
GCF_003798345.1	Yersinia pestis
GCF_900698995.1	Candidatus Erwinia haradaeae
GCF_002753605.1	Klebsiella pneumoniae
GCF_000816405.1	Campylobacter lari
GCF_000027205.1	Erwinia amylovora
GCF_006364355.1	Vibrio furnissii
GCF_009184765.2	Enterobacter roggenkampii
GCF_000691545.1	Borreliella garinii
GCF_000196815.1	Nitrospira defluvii
GCF_003627375.1	Lactobacillus pentosus
GCF_000300175.1	Alteromonas macleodii
GCF_000968335.1	Haemophilus influenzae
GCF_003018655.1	Escherichia coli
GCF_003956145.1	Rahnella aquatilis
GCF_900659655.1	Shigella sonnei
GCF_001506665.1	Campylobacter jejuni
GCF_002762115.1	Acinetobacter baumannii
GCF_005311185.1	Treponema pallidum
GCF_004636885.1	Bordetella pertussis
GCF_002075105.1	Lactobacillus amylolyticus
GCF_002003385.1	Clostridium saccharobutylicum
GCF_006094375.1	Staphylococcus epidermidis
GCF_002591195.1	Yersinia frederiksenii
GCF_001272635.1	Streptococcus suis
GCF_001548255.1	Staphylococcus schleiferi
GCF_000517305.1	Pseudomonas cichorii
GCF_001932855.1	Piscirickettsia salmonis
GCF_002257545.1	Vibrio qinghaiensis
GCF_001610955.1	Geobacillus thermoleovorans
GCF_001886555.1	Escherichia coli
GCF_004564155.1	Legionella israelensis
GCF_900105785.1	Friedmanniella sagamiharensis
GCF_000016825.1	Lactobacillus reuteri
GCF_007975225.1	Mannheimia haemolytica
GCF_002191495.1	Brucella melitensis
GCF_002346045.1	Burkholderia mallei
GCF_002263015.1	Brucella melitensis
GCF_000632395.1	Enterobacter asburiae
GCF_003055625.1	Flavobacterium magnum
GCF_001548195.1	Prevotella intermedia
GCF_007745175.1	Planctomycetes bacterium
GCF_009730575.1	Shewanella putrefaciens
GCF_002634025.1	Coxiella burnetii
GCF_001986655.1	Bordetella pertussis
GCF_004635885.1	Bordetella pertussis
GCF_000317935.1	Bordetella parapertussis
GCF_004637245.1	Bordetella pertussis
GCF_900520375.1	Citrobacter freundii
GCF_900327845.1	Bordetella pertussis
GCF_900638655.1	Pragia fontium
GCF_009626995.1	Bordetella holmesii
GCF_002248115.2	Klebsiella pneumoniae
GCF_000010045.1	Desulfitobacterium hafniense
GCF_002117325.1	Lactobacillus brevis
GCF_006494835.1	Enterococcus faecalis
GCF_002009115.1	Acinetobacter baumannii
GCF_002000625.1	Staphylococcus aureus
GCF_002736085.1	Escherichia coli
GCF_004758745.1	Corynebacterium diphtheriae
GCF_001998225.1	Mycobacterium tuberculosis
GCF_003111885.2	Klebsiella pneumoniae
GCF_001318185.1	Vibrio cholerae
GCF_900660665.1	Mycoplasma maculosum
GCF_004154245.1	Streptococcus pyogenes
GCF_005280275.1	Salinivibrio kushneri
GCF_001709295.1	Klebsiella pneumoniae
GCF_000161255.1	Bacillus cereus
GCF_004120115.1	Klebsiella pneumoniae
GCF_007108685.1	Escherichia coli
GCF_001975515.1	Salmonella enterica
GCF_001611115.1	Pediococcus damnosus
GCF_003813125.1	Lactobacillus plantarum
GCF_007980145.1	Mannheimia haemolytica
GCF_002073735.2	Clostridioides difficile
GCF_000009885.1	Klebsiella pneumoniae
GCF_003045625.1	Listeria monocytogenes
GCF_003004235.1	Legionella pneumophila
GCF_000599705.1	Escherichia coli
GCF_004635305.1	Bordetella pertussis
GCF_000497525.1	Bacillus thuringiensis
GCF_001721705.1	Acinetobacter baumannii
GCF_002795885.1	Bacillus velezensis
GCF_002151505.1	Borreliella burgdorferi
GCF_000019525.1	Shewanella woodyi
GCF_004154025.1	Streptococcus pyogenes
GCF_000833235.1	Francisella tularensis
GCF_001611055.1	Klebsiella pneumoniae
GCF_004635605.1	Bordetella pertussis
GCF_003004215.1	Legionella pneumophila
GCF_004124155.2	Salmonella enterica
GCF_001294575.1	Pseudomonas versuta
GCF_000325745.1	Liberibacter crescens
GCF_001559075.2	Citrobacter amalonaticus
GCF_002005525.1	Helicobacter pylori
GCF_001987775.1	Bordetella pertussis
GCF_002305895.1	Myxococcus macrosporus
GCF_001507145.1	Campylobacter jejuni
GCF_001612475.1	Escherichia coli
GCF_000196595.1	Streptococcus pneumoniae
GCF_003956005.1	Staphylococcus haemolyticus
GCF_902164665.1	Enterococcus durans
GCF_000454505.1	Xanthomonas citri
GCF_000404205.1	Erysipelothrix rhusiopathiae
GCF_005519465.1	Streptomyces clavuligerus
GCF_002763775.1	Fusobacterium pseudoperiodonticum
GCF_003571785.1	Escherichia coli
GCF_001021955.1	Streptococcus pyogenes
GCF_002442655.1	Bordetella pertussis
GCF_000024665.1	Fibrobacter succinogenes
GCF_000473995.1	Clostridium saccharobutylicum
GCF_002442995.2	Shigella flexneri
GCF_001304755.1	Yersinia enterocolitica
GCF_002216085.1	Bacillus subtilis
GCF_001655515.1	Treponema pallidum
GCF_003226695.1	Blattabacterium punctulatus
GCF_003018715.1	Escherichia coli
GCF_002993245.1	Bacillus velezensis
GCF_000008005.1	Bacillus cereus
GCF_002850675.4	Escherichia coli
GCF_002891825.2	Pasteurella multocida
GCF_000161715.1	Bacillus thuringiensis
GCF_003073735.1	Pseudomonas aeruginosa
GCF_001688905.2	Burkholderiales bacterium
GCF_000023345.1	Variovorax paradoxus
GCF_000714515.1	Pseudomonas aeruginosa
GCF_000025905.1	Coraliomargarita akajimensis
GCF_900174455.1	Acidithiobacillus ferrivorans
GCF_000007485.1	Tropheryma whipplei
GCF_002174195.1	Lactobacillus plantarum
GCF_003332705.2	Pseudomonas aeruginosa
GCF_900129335.1	Staphylococcus aureus
GCF_002220715.1	Serratia marcescens
GCF_000832805.1	Bacillus cereus
GCF_000277425.1	Helicobacter pylori
GCF_000026665.1	Streptococcus pneumoniae
GCF_001635915.1	Bacillus cereus
GCF_000022905.1	Corynebacterium aurimucosum
GCF_000785515.1	Streptococcus salivarius
GCF_000146505.1	Fibrobacter succinogenes
GCF_902459475.1	Aquicella lusitana
GCF_000934525.1	Alteromonas australica
GCF_004634705.1	Bordetella pertussis
GCF_004103635.1	Pediococcus acidilactici
GCF_004193875.1	Staphylococcus aureus
GCF_006349345.1	Enterococcus faecalis
GCF_007954485.1	Acinetobacter pittii
GCF_000161595.1	Bacillus thuringiensis
GCF_000783775.2	Aeromonas caviae
GCF_003717675.1	Salmonella enterica
GCF_000317955.1	Bordetella bronchiseptica
GCF_000147075.1	Spirochaeta thermophila
GCF_002776955.1	Chlamydia trachomatis
GCF_902385725.1	Campylobacter lanienae
GCF_004006115.1	Bacillus amyloliquefaciens
GCF_000597785.2	Hafnia alvei
GCF_002007865.1	Dehalococcoides mccartyi
GCF_001314995.1	Bacteroides ovatus
GCF_003045485.1	Listeria monocytogenes
GCF_003354865.1	Staphylococcus aureus
GCF_003008495.1	Pseudomonas stutzeri
GCF_001602095.1	Helicobacter himalayensis
GCF_000632865.1	Ehrlichia chaffeensis
GCF_004136335.1	Salmonella enterica
GCF_000829355.1	Candidatus Liberibacter asiaticus
GCF_901482565.1	Corynebacterium pseudotuberculosis
GCF_008694005.1	Streptococcus pyogenes
GCF_000550785.1	Corynebacterium casei
GCF_008065135.1	Roseimaritima ulvae
GCF_001021085.1	Candidatus Liberibacter africanus
GCF_003851555.1	Pseudomonas synxantha
GCF_002109325.1	Sporosarcina ureae
GCF_000022565.1	Acidobacterium capsulatum
GCF_000612505.1	Paenibacillus sabinae
GCF_006385935.1	Bacillus megaterium
GCF_001417865.2	Serratia marcescens
GCF_000742955.1	Ochrobactrum anthropi
GCF_009739825.1	Staphylococcus aureus
GCF_004634585.1	Bordetella pertussis
GCF_002795825.1	Mariprofundus ferrinatatus
GCF_008704475.1	Streptomyces viridifaciens
GCF_000009345.1	Yersinia enterocolitica
GCF_003860705.1	Ralstonia solanacearum
GCF_002999455.1	Mesoplasma coleopterae
GCF_004348075.1	Burkholderia pseudomallei
GCF_000014485.1	Streptococcus thermophilus
GCF_003354545.1	Staphylococcus aureus
GCF_002752775.1	Klebsiella pneumoniae
GCF_002850295.1	Vibrio harveyi
GCF_008033055.1	Helicobacter pylori
GCF_008694105.1	Lactobacillus harbinensis
GCF_000565215.1	Spiroplasma sabaudiense
GCF_000016945.1	Yersinia pseudotuberculosis
GCF_000761175.1	Acinetobacter baumannii
GCF_000233735.1	Corynebacterium pseudotuberculosis
GCF_000732355.1	Streptococcus suis
GCF_002763695.1	Fusobacterium periodonticum
GCF_003812505.1	Staphylococcus hominis
GCF_001997545.1	Mycobacterium tuberculosis
GCF_002083015.1	Burkholderia cenocepacia
GCF_003568565.1	Bacillus cereus
GCF_900324355.1	Staphylococcus aureus
GCF_000521505.1	Advenella mimigardefordensis
GCF_003186565.1	Enterobacter cloacae
GCF_002082745.1	Acinetobacter baumannii
GCF_002208985.1	Citrobacter koseri
GCF_001715565.2	Streptococcus pneumoniae
GCF_002205375.1	Pseudomonas aeruginosa
GCF_004355805.1	Xanthomonas oryzae
GCF_000183245.1	Buchnera aphidicola
GCF_002291345.1	Brucella abortus
GCF_003363755.1	Pseudomonas protegens
GCF_000625055.2	Salmonella enterica
GCF_003432405.1	Klebsiella pneumoniae
GCF_000828975.1	Burkholderiales bacterium
GCF_002764035.1	Pectobacterium brasiliense
GCF_003589825.1	Salmonella enterica
GCF_002946735.1	Shigella boydii
GCF_000404145.1	Corynebacterium glutamicum
GCF_900635565.1	Salmonella enterica
GCF_003427055.1	Xanthomonas oryzae
GCF_000624995.2	Salmonella enterica
GCF_008693765.1	Staphylococcus aureus
GCF_004634565.1	Bordetella bronchiseptica
GCF_002736285.1	Mycoplasma dispar
GCF_000144625.1	[Clostridium] saccharolyticum
GCF_002222615.2	Bacteroides caccae
GCF_001886815.1	Caldithrix abyssi
GCF_001612705.2	Pseudomonas yamanorum
GCF_000018025.1	Shewanella sediminis
GCF_002882375.1	Streptococcus agalactiae
GCF_001987715.1	Bordetella pertussis
GCF_009728895.1	Salmonella enterica
GCF_008931245.1	Salmonella enterica
GCF_002946655.1	Vibrio cholerae
GCF_001469555.1	Cutibacterium acnes
GCF_000784905.1	Enterobacter cloacae
GCF_008330065.1	Glaesserella parasuis
GCF_000196875.2	Halomonas elongata
GCF_007843535.1	Helicobacter pylori
GCF_003445415.1	Burkholderia pseudomallei
GCF_002814115.1	Enterococcus faecalis
GCF_005171095.1	Escherichia coli
GCF_008086425.1	Histophilus somni
GCF_000328825.1	Mycobacterium canettii
GCF_000009085.1	Campylobacter jejuni
GCF_002012145.1	Escherichia coli
GCF_005280755.1	Coxiella burnetii
GCF_900105065.1	Friedmanniella luteola
GCF_000258535.2	Paenibacillus mucilaginosus
GCF_900538085.1	Salmonella enterica
GCF_002356315.1	Mycobacterium shigaense
GCF_001854185.1	Clostridium formicaceticum
GCF_003597695.1	Klebsiella pneumoniae
GCF_000270145.1	Streptococcus gallolyticus
GCF_005222205.1	Azospirillum brasilense
GCF_008152825.1	Treponema phagedenis
GCF_005697055.1	TM7 phylum
GCF_002859765.1	Bordetella pertussis
GCF_003956065.1	Acinetobacter pittii
GCF_001886595.1	Streptomyces venezuelae
GCF_001987895.1	Bordetella pertussis
GCF_001718835.1	Burkholderia cepacia
GCF_000009305.1	Helicobacter acinonychis
GCF_004332375.1	Corynebacterium pseudotuberculosis
GCF_003018235.1	Escherichia coli
GCF_005886015.1	Salmonella enterica
GCF_001118185.2	Salmonella enterica
GCF_900638345.1	Neisseria animaloris
GCF_001678925.1	Escherichia coli
GCF_003213725.2	Helicobacter cinaedi
GCF_002447455.1	Mycobacterium tuberculosis
GCF_009497735.1	Klebsiella pneumoniae
GCF_001721745.1	Pseudomonas aeruginosa
GCF_900089605.1	Micromonospora narathiwatensis
GCF_003855215.1	Neisseria gonorrhoeae
GCF_002740915.1	Listeria monocytogenes
GCF_000214665.1	Methylomonas methanica
GCF_000624275.2	Salmonella enterica
GCF_002022065.1	Elizabethkingia anophelis
GCF_000953635.1	Tatlockia micdadei
GCF_000271445.1	Lactobacillus pentosus
GCF_002116795.1	Mycobacterium tuberculosis
GCF_001697665.1	Neisseria meningitidis
GCF_002072775.2	Mycobacterium tuberculosis
GCF_000816965.1	Clostridium botulinum
GCF_008087605.1	Histophilus somni
GCF_001618685.1	Geobacillus subterraneus
GCF_000988485.1	Pseudomonas syringae
GCF_000007105.1	Zymomonas mobilis
GCF_002354875.1	Actinosynnema pretiosum
GCF_003368085.1	Campylobacter jejuni
GCF_002844375.1	Thalassospira marina
GCF_000154665.1	Clostridioides difficile
GCF_003665375.1	Enterobacter kobei
GCF_002811335.3	Klebsiella pneumoniae
GCF_004224885.1	Salmonella enterica
GCF_003049785.1	Dickeya dadantii
GCF_001703575.1	Carnobacterium maltaromaticum
GCF_001307645.1	Bordetella pertussis
GCF_009388185.1	Salmonella enterica
GCF_900105615.1	[Clostridium] sphenoides
GCF_001908795.1	Xanthomonas euvesicatoria
GCF_000155125.1	Escherichia coli
GCF_002327145.1	Janthinobacterium svalbardensis
GCF_002859505.1	Pasteurella multocida
GCF_001648195.1	Pseudomonas stutzeri
GCF_009372195.1	Nostoc sphaeroides
GCF_000832785.1	Bacillus anthracis
GCF_002950355.1	Shigella boydii
GCF_001867085.1	Corynebacterium pseudotuberculosis
GCF_001042675.1	Parascardovia denticolens
GCF_002355375.1	Aneurinibacillus soli
GCF_009667745.1	Salmonella enterica
GCF_000010005.1	Lactobacillus reuteri
GCF_001888925.1	Lactobacillus delbrueckii
GCF_004730965.1	Lactobacillus plantarum
GCF_000027165.1	Streptococcus mitis
GCF_001890345.1	Escherichia coli
GCF_000183425.1	Marivirga tractuosa
GCF_009684665.1	Proteus mirabilis
GCF_900637555.1	Lautropia mirabilis
GCF_900234395.1	Lactobacillus sakei
GCF_002848565.1	Klebsiella pneumoniae
GCF_004636225.1	Bordetella pertussis
GCF_002128285.1	Mycoplasma pneumoniae
GCF_000600145.1	Helicobacter pylori
GCF_003815795.1	Mycobacterium avium
GCF_003854935.1	Cupriavidus pauculus
GCF_002900385.1	Streptococcus parauberis
GCF_003203455.1	Clostridium perfringens
GCF_001984825.2	Enterobacter chengduensis
GCF_001865295.1	Escherichia coli
GCF_000211545.4	Mycoplasma gallisepticum
GCF_002951455.1	Elizabethkingia anophelis
GCF_001806405.1	Acinetobacter baumannii
GCF_002085735.1	Tatlockia micdadei
GCF_002119645.1	Lactobacillus fermentum
GCF_000740295.1	Brucella abortus
GCF_005164305.1	Streptococcus pyogenes
GCF_000270105.1	Escherichia coli
GCF_003006175.1	Klebsiella pneumoniae
GCF_003006055.1	Staphylococcus simulans
GCF_002005285.1	Yersinia pestis
GCF_001022015.1	Enterobacter hormaechei
GCF_002843545.1	Streptococcus pneumoniae
GCF_000214785.1	Lactobacillus kefiranofaciens
GCF_000016805.1	Staphylococcus aureus
GCF_900660565.1	Mycoplasma hyopneumoniae
GCF_001989595.1	Corynebacterium pseudotuberculosis
GCF_900070175.1	Lactobacillus rhamnosus
GCF_001578205.1	Bacillus pumilus
GCF_003697245.1	Clostridioides difficile
GCF_002892225.1	Phaeobacter inhibens
GCF_003850185.1	Piscirickettsia salmonis
GCF_000213955.1	Gardnerella vaginalis
GCF_003606285.1	Borrelia turcica
GCF_900258455.1	Lactobacillus fuchuensis
GCF_000801205.1	Escherichia coli
GCF_003428425.1	Enterobacter hormaechei
GCF_008704935.1	Streptomyces vinaceus
GCF_004916755.1	Corynebacterium diphtheriae
GCF_002192235.1	Bacillus velezensis
GCF_004119695.1	Bacillus subtilis
GCF_002116925.1	Acinetobacter baumannii
GCF_000750395.2	Salmonella enterica
GCF_004009395.1	Bordetella pertussis
GCF_000146185.1	[Eubacterium] eligens
GCF_002850455.1	Vibrio vulnificus
GCF_000971735.2	Flavobacterium psychrophilum
GCF_001281145.1	Staphylococcus aureus
GCF_001877055.1	Nocardiopsis dassonvillei
GCF_004771235.1	Escherichia coli
GCF_900106045.1	Pseudomonas mucidolens
GCF_002224525.1	Xanthomonas citri
GCF_003967095.1	Sphingosinicella microcystinivorans
GCF_001267475.1	Francisella tularensis
GCF_005037715.1	Escherichia coli
GCF_000961095.1	Paenibacillus beijingensis
GCF_002447795.1	Mycobacterium tuberculosis
GCF_000438725.2	Listeria monocytogenes
GCF_003031485.1	Staphylococcus aureus
GCF_000217655.1	Treponema paraluiscuniculi
GCF_004635345.1	Bordetella pertussis
GCF_000183185.1	Mycoplasma hyopneumoniae
GCF_002213985.1	Listeria monocytogenes
GCF_000186265.1	Cellulophaga algicola
GCF_001902395.1	Klebsiella pneumoniae
GCF_004101665.1	Listeria monocytogenes
GCF_001900925.1	Escherichia coli
GCF_000417225.2	Klebsiella pneumoniae
GCF_001441245.1	Salmonella enterica
GCF_002204915.1	Vibrio vulnificus
GCF_000742875.1	Bacillus anthracis
GCF_008824205.1	Bacillus amyloliquefaciens
GCF_000759375.2	Mycoplasma hominis
GCF_004006375.1	Komagataeibacter xylinus
GCF_003019925.1	Pluralibacter gergoviae
GCF_002286035.1	Bordetella pertussis
GCF_003286415.2	Mucilaginibacter rubeus
GCF_000020165.1	Clostridium botulinum
GCF_002090315.1	Mycoplasma pneumoniae
GCF_002741595.1	Escherichia coli
GCF_008705175.1	Clostridium diolis
GCF_008630775.1	Staphylococcus aureus
GCF_002952835.1	Mycoplasma hominis
GCF_900520355.1	Acinetobacter calcoaceticus
GCF_000958465.1	Clavibacter michiganensis
GCF_001704095.1	Bacillus subtilis
GCF_004008035.1	Bordetella parapertussis
GCF_003214255.1	Candidatus Sulcia muelleri
GCF_009626055.1	Bordetella parapertussis
GCF_003718555.1	Salmonella enterica
GCF_003030985.1	Stenotrophomonas maltophilia
GCF_000623915.2	Salmonella enterica
GCF_002814155.1	Pseudoalteromonas spongiae
GCF_003003495.1	Streptococcus pneumoniae
GCF_000196675.1	Pseudonocardia dioxanivorans
GCF_004010995.1	Klebsiella pneumoniae
GCF_000220705.2	Streptomyces xinghaiensis
GCF_000069785.1	Cupriavidus taiwanensis
GCF_009709155.1	Piscirickettsia salmonis
GCF_900475145.1	Streptococcus dysgalactiae
GCF_000015925.1	Burkholderia pseudomallei
GCF_000265505.1	Bernardetia litoralis
GCF_000021845.1	Methylorubrum extorquens
GCF_000007465.2	Streptococcus mutans
GCF_002310855.1	Pseudoalteromonas agarivorans
GCF_004135855.1	Escherichia coli
GCF_008807475.1	Listeria monocytogenes
GCF_002688665.1	Streptococcus suis
GCF_000255935.1	Corynebacterium pseudotuberculosis
GCF_003071585.1	Serratia marcescens
GCF_000827005.1	Streptomyces albus
GCF_000247565.1	Wigglesworthia glossinidia
GCF_003813045.1	Burkholderia dolosa
GCF_000143085.1	Nitrosococcus watsonii
GCF_900639745.1	Enterococcus faecium
GCF_000010905.1	Acetobacter pasteurianus
GCF_000828855.1	Mycoplasma canadense
GCF_001602155.1	Erysipelothrix rhusiopathiae
GCF_000521695.1	Mannheimia varigena
GCF_000993825.1	Paenibacillus durus
GCF_000204625.1	Streptococcus suis
GCF_001281065.1	Cutibacterium acnes
GCF_003454715.1	Rickettsia japonica
GCF_008630715.1	Staphylococcus aureus
GCF_000730165.1	Nitrospirillum amazonense
GCF_001999065.1	Listeria monocytogenes
GCF_002882835.1	Streptococcus agalactiae
GCF_000465975.2	Klebsiella pneumoniae
GCF_000498675.1	Lactobacillus johnsonii
GCF_002949515.1	Shigella flexneri
GCF_008807355.1	Salmonella enterica
GCF_002117345.1	Lactobacillus brevis
GCF_002863665.1	Escherichia coli
GCF_001548155.2	Blastochloris viridis
GCF_900639405.1	Enterococcus faecium
GCF_000504585.2	Pandoraea pnomenusa
GCF_009709215.1	Piscirickettsia salmonis
GCF_005885915.1	Escherichia coli
GCF_001721065.1	Enterococcus faecium
GCF_000600055.1	Brucella suis
GCF_002838605.1	Bifidobacterium breve
GCF_002285875.1	Candidatus Portiera aleyrodidarum
GCF_003717995.1	Salmonella enterica
GCF_006740765.1	Leisingera aquaemixtae
GCF_000318905.1	Chlamydia trachomatis
GCF_001705175.1	Flavobacterium anhuiense
GCF_007954785.1	Leuconostoc citreum
GCF_003143515.1	Massilia oculi
GCF_002007725.1	Chlamydia gallinacea
GCF_002949475.1	Shigella boydii
GCF_001766335.1	Legionella pneumophila
GCF_000961355.1	Xanthomonas citri
GCF_000988385.1	Escherichia coli
GCF_001663715.1	Lactobacillus backii
GCF_003030365.1	Escherichia coli
GCF_007747995.1	Planctomycetes bacterium
GCF_000298675.1	Pasteurella multocida
GCF_003382915.1	Xanthomonas oryzae
GCF_000981825.1	Pseudomonas aeruginosa
GCF_006094275.1	Glutamicibacter creatinolyticus
GCF_000935185.3	Streptomyces albulus
GCF_002549815.1	Ralstonia solanacearum
GCF_007752135.1	Planctomycetes bacterium
GCF_000017565.1	Parvibaculum lavamentivorans
GCF_000023145.1	Corynebacterium kroppenstedtii
GCF_003354245.1	Edwardsiella tarda
GCF_009730095.1	Acinetobacter lwoffii
GCF_008329925.1	Sphaerotilus natans
GCF_007970665.1	Baekduia soli
GCF_002073235.2	Neisseria meningitidis
GCF_003054475.1	Nodularia spumigena
GCF_900474415.1	Campylobacter jejuni
GCF_000521585.1	Buchnera aphidicola
GCF_002786465.1	Staphylococcus aureus
GCF_000973525.1	Pasteurella multocida
GCF_001761385.1	Hydrogenophaga crassostreae
GCF_001900595.1	Escherichia coli
GCF_003955905.1	Corynebacterium pseudotuberculosis
GCF_001688705.2	Hungateiclostridiaceae bacterium
GCF_901542365.1	Streptococcus dysgalactiae
GCF_006741845.1	Bacillus subtilis
GCF_900635225.1	Escherichia coli
GCF_000258905.1	Listeria monocytogenes
GCF_000147715.2	Mesotoga prima
GCF_003515485.1	Ralstonia solanacearum
GCF_000020025.1	Nostoc punctiforme
GCF_005221845.1	Escherichia coli
GCF_000971605.2	Flavobacterium psychrophilum
GCF_000978535.1	Thermotoga maritima
GCF_002848585.1	Klebsiella pneumoniae
GCF_000441615.1	Chlamydia trachomatis
GCF_004792435.1	Salmonella enterica
GCF_000953095.1	Burkholderia pseudomallei
GCF_000807375.1	Lactococcus lactis
GCF_000195995.1	Salmonella enterica
GCF_000319185.1	Brachyspira pilosicoli
GCF_000968795.1	Salmonella enterica
GCF_006542585.1	Burkholderia pseudomallei
GCF_000300005.1	Alcanivorax dieselolei
GCF_004136175.1	Salmonella enterica
GCF_001880185.2	Lactobacillus plantarum
GCF_003812065.1	Acinetobacter baumannii
GCF_900475135.1	Streptococcus pyogenes
GCF_003812425.1	Staphylococcus epidermidis
GCF_003719755.1	Vibrio cholerae
GCF_001708615.1	Yersinia enterocolitica
GCF_001970835.1	Klebsiella oxytoca
GCF_001936415.1	Streptococcus suis
GCF_000438605.1	Listeria monocytogenes
GCF_004194515.1	Vibrio parahaemolyticus
GCF_000092985.1	Nocardiopsis dassonvillei
GCF_000734055.1	Riemerella anatipestifer
GCF_900638305.1	Porphyromonas cangingivalis
GCF_900240165.1	Staphylococcus cohnii
GCF_003018355.1	Escherichia coli
GCF_001941485.1	Corynebacterium frankenforstense
GCF_006364635.1	Legionella pneumophila
GCF_000445345.1	Mycobacterium tuberculosis
GCF_003076875.1	Mycobacteroides abscessus
GCF_001278075.1	Streptomyces pristinaespiralis
GCF_000023805.1	Helicobacter pylori
GCF_003265005.1	Mycobacterium tuberculosis
GCF_009189185.1	Staphylococcus haemolyticus
GCF_001746675.1	Xanthomonas oryzae
GCF_002950095.1	Shigella dysenteriae
GCF_001987635.1	Bordetella pertussis
GCF_002088315.1	Chlamydia trachomatis
GCF_002966795.1	Achromobacter spanius
GCF_000016865.1	Pseudomonas putida
GCF_002009295.1	Komagataeibacter nataicola
GCF_000583875.1	Chlamydia avium
GCF_900637095.1	Bifidobacterium bifidum
GCF_900635345.1	Streptococcus dysgalactiae
GCF_001697925.1	Neisseria meningitidis
GCF_900095495.1	Bacteroides ovatus
GCF_004104525.2	Klebsiella grimontii
GCF_003330745.1	Paraburkholderia caledonica
GCF_000010585.1	Macrococcus caseolyticus
GCF_000186385.1	Deinococcus maricopensis
GCF_003999715.1	Ralstonia solanacearum
GCF_900002515.1	Chlamydia abortus
GCF_008033155.1	Lactobacillus malefermentans
GCF_000026585.1	Streptococcus equi
GCF_001277915.1	Bacillus cereus
GCF_000746565.1	Bordetella bronchiseptica
GCF_000625315.2	Salmonella enterica
GCF_009730555.1	Staphylococcus fleurettii
GCF_900635505.1	Staphylococcus aureus
GCF_000240055.1	Cutibacterium acnes
GCF_003382795.1	Xanthomonas oryzae
GCF_000452385.2	Staphylococcus aureus
GCF_002346025.1	Burkholderia mallei
GCF_001752845.1	Legionella pneumophila
GCF_900474535.1	Staphylococcus aureus
GCF_000011305.1	Corynebacterium efficiens
GCF_009755585.1	Lysobacter soli
GCF_006151905.1	Lactobacillus rhamnosus
GCF_006337875.1	Helicobacter pylori
GCF_009759765.1	Corynebacterium pseudotuberculosis
GCF_002870985.1	Klebsiella pneumoniae
GCF_009363195.1	Yersinia pestis
GCF_000709495.1	Cutibacterium acnes
GCF_004355205.1	Vibrio vulnificus
GCF_000445815.1	Mycobacterium tuberculosis
